"","gndr","eisced","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"14551","Mujer","Grado Universitario",25,90,1200,20,1.5,0,1,7,3
"14552","Mujer","Grado Universitario",41,210,330,5.5,3.5,4,8,5,5
"14553","Hombre","Formación Profesional",24,180,420,7,3,0,5,0,4
"14554",NA,NA,NA,NA,NA,NA,NA,5,6,NA,4
"14555",NA,NA,NA,60,600,10,1,3,9,5,5
"14556","Mujer","Secundaria Inferior",28,60,720,12,1,2,NA,8,5
"14557","Mujer","Grado Universitario",20,60,360,6,1,0,7,5,4
"14558","Mujer",NA,NA,10,1080,18,0.17,0,9,5,5
"14559","Mujer","Grado Universitario",28,20,NA,NA,0.33,0,10,7,5
"14560",NA,NA,NA,25,420,7,0.42,2,5,NA,NA
"14561","Mujer","Máster/Doctorado",67,60,240,4,1,7,8,9,4
"14562","Mujer","Grado Universitario",21,600,300,5,10,8,6,10,4
"14563","Mujer","Máster/Doctorado",29,60,180,3,1,1,9,4,4
"14564","Mujer","Bachiller",30,45,360,6,0.75,3,9,7,4
"14565","Mujer","Formación Profesional",32,90,419,6.98,1.5,2,7,8,4
"14566","Mujer","Secundaria SUperior",47,270,300,5,4.5,4,10,7,4
"14567","Mujer","Máster/Doctorado",38,239,420,7,3.98,3,4,9,2
"14568","Mujer","Grado Universitario",29,60,300,5,1,1,7,8,5
"14569","Mujer","Grado Universitario",24,30,480,8,0.5,1,7,7,5
"14570","Mujer","Formación Profesional",72,180,360,6,3,3,8,10,3
"14571","Mujer","Grado Universitario",51,30,80,1.33,0.5,2,7,8,4
"14572","Mujer","Bachiller",46,120,1020,17,2,2,10,NA,4
"14573","Mujer","Secundaria Inferior",73,150,NA,NA,2.5,0,8,6,3
"14574","Mujer","Bachiller",24,0,390,6.5,0,0,3,7,4
"14575","Hombre","Máster/Doctorado",63,90,300,5,1.5,2,7,6,4
"14576","Mujer","Grado Universitario",60,10,60,1,0.17,0,2,8,5
"14577","Mujer","Bachiller",32,30,1440,24,0.5,5,7,10,5
"14578","Mujer","Primaria",16,90,600,10,1.5,3,6,3,3
"14579","Mujer","Primaria",NA,5,NA,NA,0.08,0,2,10,5
"14580","Mujer","Grado Universitario",59,300,600,10,5,2,10,3,4
"14581","Hombre","Grado Universitario",41,150,450,7.5,2.5,5,10,10,5
"14582","Mujer","Grado Universitario",30,270,1240,20.67,4.5,0,8,8,5
"14583","Hombre","Máster/Doctorado",59,15,240,4,0.25,2,8,8,4
"14584","Mujer","Grado Universitario",30,1440,925,15.42,24,10,9,10,3
"14585","Hombre","Secundaria Inferior",17,55,360,6,0.92,1,7,3,5
"14586","Hombre","Secundaria Inferior",16,120,120,2,2,2,8,3,3
"14587","Mujer",NA,NA,60,NA,NA,1,4,9,10,3
"14588","Mujer","Formación Profesional",24,20,240,4,0.33,2,9,8,5
"14589","Hombre",NA,NA,60,NA,NA,1,2,3,3,3
"14590","Mujer","Formación Profesional",30,60,720,12,1,5,6,9,5
"14591","Hombre","Bachiller",22,20,540,9,0.33,7,10,9,5
"14592","Mujer","Formación Profesional",63,3,120,2,0.05,0,0,10,4
"14593","Mujer","Grado Universitario",49,30,600,10,0.5,1,4,7,4
"14594","Mujer","Máster/Doctorado",29,170,340,5.67,2.83,10,10,6,5
"14595","Mujer","Grado Universitario",27,60,120,2,1,5,5,7,5
"14596","Mujer","Máster/Doctorado",35,20,300,5,0.33,0,4,3,5
"14597","Mujer","Bachiller",48,60,720,12,1,0,7,9,5
"14598","Mujer","Formación Profesional",33,90,510,8.5,1.5,0,9,9,5
"14599","Hombre","Primaria",76,60,NA,NA,1,0,4,3,2
"14600","Hombre","Secundaria Inferior",47,60,120,2,1,1,8,9,5
"14601",NA,NA,NA,60,180,3,1,3,5,9,5
"14602","Mujer","Bachiller",34,60,600,10,1,5,8,9,5
"14603","Mujer","Máster/Doctorado",31,20,300,5,0.33,0,9,10,4
"14604","Mujer","Bachiller",25,30,330,5.5,0.5,0,9,7,5
"14605","Hombre","Máster/Doctorado",43,120,120,2,2,0,8,6,4
"14606","Mujer","Grado Universitario",24,30,600,10,0.5,2,5,8,5
"14607","Mujer","Grado Universitario",NA,20,330,5.5,0.33,0,9,3,5
"14608","Hombre","Secundaria Inferior",54,300,120,2,5,3,4,7,3
"14609","Mujer","Bachiller",21,60,360,6,1,0,2,6,4
"14610","Hombre","Bachiller",77,180,240,4,3,1,9,10,5
"14611","Mujer","Secundaria Inferior",54,90,NA,NA,1.5,2,7,9,5
"14612","Mujer","Bachiller",18,90,210,3.5,1.5,2,1,8,5
"14613","Mujer","Formación Profesional",49,45,600,10,0.75,1,7,4,2
"14614","Hombre","Grado Universitario",35,120,510,8.5,2,0,5,6,5
"14615","Hombre","Secundaria SUperior",35,30,600,10,0.5,1,8,7,4
"14616","Mujer","Formación Profesional",77,300,NA,NA,5,0,8,2,3
"14617","Hombre","Grado Universitario",42,120,NA,NA,2,2,3,6,4
"14618","Mujer","Secundaria SUperior",53,90,200,3.33,1.5,1,1,3,4
"14619","Mujer","Formación Profesional",22,820,1410,23.5,13.67,5,5,5,5
"14620","Mujer",NA,22,25,240,4,0.42,2,5,7,4
"14621","Hombre","Secundaria SUperior",82,240,180,3,4,7,8,7,4
"14622","Hombre","Formación Profesional",87,360,NA,NA,6,2,7,4,3
"14623","Mujer","Máster/Doctorado",65,120,60,1,2,1,1,5,3
"14624","Mujer","Grado Universitario",41,30,420,7,0.5,0,6,10,5
"14625","Hombre","Grado Universitario",57,60,300,5,1,2,7,2,3
"14626","Mujer","Formación Profesional",42,90,135,2.25,1.5,3,5,7,5
"14627","Hombre","Secundaria SUperior",16,NA,300,5,NA,0,4,7,5
"14628","Hombre","Bachiller",49,323,990,16.5,5.38,2,10,6,4
"14629",NA,NA,NA,30,240,4,0.5,2,8,NA,NA
"14630","Mujer","Bachiller",46,90,210,3.5,1.5,0,8,2,5
"14631",NA,NA,NA,30,270,4.5,0.5,3,6,6,5
"14632","Mujer","Máster/Doctorado",64,15,NA,NA,0.25,1,7,7,2
"14633","Mujer","Grado Universitario",35,60,480,8,1,2,10,8,5
"14634","Mujer","Grado Universitario",64,90,255,4.25,1.5,1,8,8,4
"14635","Mujer","Primaria",18,30,360,6,0.5,5,8,8,4
"14636","Mujer",NA,18,5,720,12,0.08,0,1,6,5
"14637","Mujer","Secundaria Inferior",NA,120,240,4,2,0,7,7,4
"14638","Hombre","Secundaria SUperior",47,90,NA,NA,1.5,5,9,5,5
"14639","Hombre","Formación Profesional",46,60,60,1,1,7,9,10,5
"14640","Mujer","Máster/Doctorado",38,90,390,6.5,1.5,0,8,1,5
"14641","Hombre","Máster/Doctorado",69,150,120,2,2.5,6,9,8,4
"14642","Hombre","Secundaria SUperior",27,10,300,5,0.17,0,6,8,5
"14643","Mujer","Formación Profesional",39,120,720,12,2,1,4,9,5
"14644","Hombre","Formación Profesional",76,120,480,8,2,1,9,8,4
"14645","Mujer","Bachiller",21,179,179,2.98,2.98,0,2,10,5
"14646","Mujer","Máster/Doctorado",31,30,360,6,0.5,0,10,7,3
"14647","Hombre","Secundaria SUperior",46,120,120,2,2,0,3,7,5
"14648","Mujer","Grado Universitario",26,20,180,3,0.33,0,8,9,5
"14649","Hombre","Grado Universitario",42,60,180,3,1,1,9,9,4
"14650","Mujer","Bachiller",22,0,240,4,0,8,10,9,5
"14651","Mujer","Formación Profesional",58,150,480,8,2.5,3,9,10,3
"14652","Hombre","Bachiller",33,90,150,2.5,1.5,8,10,8,5
"14653","Mujer","Máster/Doctorado",39,60,480,8,1,3,3,5,4
"14654","Mujer","Primaria",81,60,NA,NA,1,0,7,9,2
"14655","Mujer","Grado Universitario",41,45,540,9,0.75,1,3,7,4
"14656","Hombre","Formación Profesional",57,60,300,5,1,0,10,8,5
"14657","Mujer","Grado Universitario",NA,0,720,12,0,0,0,0,4
"14658","Mujer","Formación Profesional",53,30,360,6,0.5,4,5,9,4
"14659","Mujer","Grado Universitario",25,60,360,6,1,0,8,10,5
"14660","Hombre","Formación Profesional",46,10,540,9,0.17,0,9,7,5
"14661","Hombre","Grado Universitario",85,120,240,4,2,3,9,9,4
"14662","Hombre","Formación Profesional",63,30,80,1.33,0.5,1,7,7,3
"14663","Mujer","Máster/Doctorado",50,NA,NA,NA,NA,5,10,9,3
"14664","Mujer","Máster/Doctorado",39,5,300,5,0.08,1,7,10,5
"14665","Hombre","Grado Universitario",32,15,240,4,0.25,2,7,5,5
"14666","Mujer","Máster/Doctorado",51,240,600,10,4,1,7,9,4
"14667",NA,NA,NA,0,NA,NA,0,9,1,NA,NA
"14668","Mujer","Formación Profesional",34,130,130,2.17,2.17,5,6,7,3
"14669","Mujer",NA,67,180,NA,NA,3,6,10,9,4
"14670","Hombre","Grado Universitario",31,0,480,8,0,5,8,10,5
"14671","Mujer","Bachiller",21,30,300,5,0.5,1,9,5,4
"14672","Hombre","Máster/Doctorado",28,60,720,12,1,0,1,2,4
"14673","Mujer","Máster/Doctorado",69,7,600,10,0.12,1,8,9,4
"14674","Hombre","Formación Profesional",33,180,900,15,3,0,6,8,5
"14675","Hombre","Grado Universitario",59,60,420,7,1,6,9,9,5
"14676","Hombre","Máster/Doctorado",32,60,720,12,1,4,8,8,5
"14677",NA,NA,NA,210,330,5.5,3.5,0,1,NA,3
"14678","Mujer","Formación Profesional",75,30,NA,NA,0.5,3,10,3,4
"14679",NA,NA,NA,120,480,8,2,1,7,7,4
"14680","Mujer","Secundaria SUperior",70,180,60,1,3,2,6,8,4
"14681","Mujer","Formación Profesional",41,60,300,5,1,0,3,10,5
"14682","Mujer","Formación Profesional",22,60,720,12,1,0,10,3,5
"14683","Hombre","Secundaria Inferior",53,180,600,10,3,3,9,8,4
"14684","Hombre","Grado Universitario",50,20,300,5,0.33,0,8,9,5
"14685","Hombre","Máster/Doctorado",71,120,NA,NA,2,1,9,6,3
"14686","Mujer","Formación Profesional",30,10,240,4,0.17,2,0,10,5
"14687","Hombre","Formación Profesional",51,60,720,12,1,2,10,1,2
"14688","Hombre","Formación Profesional",83,180,NA,NA,3,0,0,10,3
"14689","Mujer","Formación Profesional",33,45,330,5.5,0.75,1,7,7,5
"14690","Mujer","Formación Profesional",71,90,60,1,1.5,6,9,7,3
"14691","Mujer","Formación Profesional",59,30,180,3,0.5,0,9,5,5
"14692","Hombre","Máster/Doctorado",42,150,960,16,2.5,5,9,8,5
"14693","Hombre","Máster/Doctorado",49,10,240,4,0.17,0,8,9,4
"14694","Mujer","Secundaria Inferior",NA,0,NA,NA,0,3,2,5,4
"14695","Hombre","Grado Universitario",43,120,720,12,2,0,0,7,4
"14696","Hombre","Formación Profesional",53,150,630,10.5,2.5,2,8,NA,NA
"14697","Mujer","Grado Universitario",21,30,NA,NA,0.5,0,0,5,4
"14698","Mujer","Grado Universitario",68,300,NA,NA,5,4,7,9,4
"14699","Mujer","Bachiller",25,40,720,12,0.67,0,10,1,3
"14700","Mujer",NA,49,40,240,4,0.67,3,8,9,5
"14701",NA,NA,NA,240,NA,NA,4,0,10,5,4
"14702","Hombre","Secundaria SUperior",52,600,780,13,10,0,5,10,4
"14703","Hombre","Máster/Doctorado",43,30,600,10,0.5,0,8,8,4
"14704","Mujer","Grado Universitario",52,60,60,1,1,2,8,8,4
"14705","Mujer","Máster/Doctorado",48,30,420,7,0.5,2,7,8,4
"14706","Mujer","Grado Universitario",30,240,180,3,4,5,5,5,5
"14707","Mujer","Bachiller",43,10,240,4,0.17,1,8,8,4
"14708","Mujer","Grado Universitario",27,60,300,5,1,5,5,5,3
"14709","Mujer","Secundaria SUperior",75,90,120,2,1.5,7,9,9,4
"14710","Hombre","Secundaria SUperior",42,45,345,5.75,0.75,8,7,7,4
"14711","Mujer","Máster/Doctorado",34,0,300,5,0,2,7,6,4
"14712","Mujer","Grado Universitario",25,90,720,12,1.5,0,5,8,4
"14713","Mujer","Formación Profesional",53,130,510,8.5,2.17,2,2,8,5
"14714",NA,NA,NA,NA,NA,NA,NA,5,5,5,3
"14715","Hombre","Bachiller",19,0,240,4,0,0,7,9,4
"14716","Mujer","Máster/Doctorado",47,120,120,2,2,0,10,8,5
"14717","Mujer","Bachiller",51,750,620,10.33,12.5,5,8,10,3
"14718","Hombre","Máster/Doctorado",44,180,360,6,3,0,8,9,5
"14719","Mujer","Grado Universitario",35,75,NA,NA,1.25,0,8,8,5
"14720","Mujer","Grado Universitario",33,30,180,3,0.5,0,4,9,3
"14721","Hombre","Formación Profesional",69,180,NA,NA,3,3,8,8,4
"14722","Hombre","Máster/Doctorado",65,120,360,6,2,3,8,8,5
"14723","Hombre","Bachiller",35,60,600,10,1,4,8,9,4
"14724","Mujer","Grado Universitario",38,30,240,4,0.5,0,9,8,4
"14725","Hombre","Formación Profesional",74,180,NA,NA,3,3,8,10,4
"14726","Hombre","Bachiller",68,NA,NA,NA,NA,NA,NA,NA,NA
"14727","Hombre","Grado Universitario",45,90,210,3.5,1.5,2,10,8,4
"14728","Hombre","Bachiller",26,90,180,3,1.5,5,10,8,5
"14729","Mujer","Formación Profesional",42,15,360,6,0.25,2,5,8,4
"14730","Hombre","Grado Universitario",21,150,150,2.5,2.5,0,10,6,5
"14731",NA,NA,NA,30,360,6,0.5,3,9,9,4
"14732","Hombre","Grado Universitario",NA,60,600,10,1,1,6,9,5
"14733","Mujer","Máster/Doctorado",32,60,480,8,1,4,8,9,5
"14734","Hombre","Secundaria SUperior",38,30,1080,18,0.5,2,5,8,5
"14735","Hombre","Grado Universitario",30,120,720,12,2,0,3,3,5
"14736","Hombre","Formación Profesional",21,62,NA,NA,1.03,6,7,9,3
"14737","Mujer","Grado Universitario",48,30,NA,NA,0.5,5,9,8,5
"14738",NA,NA,NA,155,210,3.5,2.58,3,7,NA,NA
"14739","Hombre","Formación Profesional",26,60,1200,20,1,0,10,10,5
"14740",NA,NA,NA,10,120,2,0.17,1,0,9,5
"14741",NA,NA,NA,60,120,2,1,6,6,NA,NA
"14742","Mujer","Primaria",33,160,NA,NA,2.67,7,9,7,4
"14743","Mujer","Máster/Doctorado",32,60,600,10,1,0,7,8,5
"14744","Mujer","Máster/Doctorado",31,60,240,4,1,2,8,2,4
"14745","Hombre","Grado Universitario",50,30,120,2,0.5,1,2,5,3
"14746","Mujer","Grado Universitario",22,70,777,12.95,1.17,1,5,5,5
"14747","Hombre","Secundaria SUperior",53,30,NA,NA,0.5,0,1,10,NA
"14748","Hombre","Grado Universitario",26,30,720,12,0.5,2,9,8,5
"14749","Mujer","Máster/Doctorado",46,60,600,10,1,3,9,8,5
"14750",NA,NA,NA,180,120,2,3,0,5,NA,NA
"14751","Mujer","Grado Universitario",26,30,600,10,0.5,2,6,5,4
"14752","Hombre","Secundaria SUperior",24,65,185,3.08,1.08,5,5,7,5
"14753","Hombre","Primaria",76,210,NA,NA,3.5,0,8,5,2
"14754","Mujer","Secundaria SUperior",24,59,NA,NA,0.98,1,8,0,4
"14755","Hombre","Máster/Doctorado",63,60,180,3,1,3,5,8,5
"14756","Mujer","Secundaria SUperior",NA,90,NA,NA,1.5,10,10,7,3
"14757","Mujer","Grado Universitario",59,30,120,2,0.5,0,6,8,5
"14758","Mujer","Formación Profesional",46,15,15,0.25,0.25,5,5,5,3
"14759","Hombre","Formación Profesional",78,150,90,1.5,2.5,0,8,8,4
"14760","Mujer",NA,19,605,240,4,10.08,10,10,8,5
"14761","Mujer","Secundaria Inferior",45,30,NA,NA,0.5,3,3,5,2
"14762","Hombre","Bachiller",23,90,240,4,1.5,2,7,8,5
"14763","Hombre","Formación Profesional",82,100,NA,NA,1.67,1,4,9,3
"14764","Hombre","Formación Profesional",22,600,480,8,10,0,7,7,5
"14765","Mujer","Grado Universitario",58,150,180,3,2.5,3,6,6,3
"14766",NA,NA,NA,60,1080,18,1,1,6,7,5
"14767","Mujer","Máster/Doctorado",40,180,720,12,3,2,9,8,4
"14768","Hombre","Máster/Doctorado",76,45,300,5,0.75,3,4,9,3
"14769","Hombre","Grado Universitario",44,180,540,9,3,1,9,7,4
"14770","Mujer","Formación Profesional",23,1200,360,6,20,5,6,8,5
"14771","Mujer","Formación Profesional",38,75,600,10,1.25,0,8,10,3
"14772",NA,NA,16,545,960,16,9.08,10,7,2,4
"14773","Mujer","Grado Universitario",33,150,270,4.5,2.5,0,5,7,4
"14774","Hombre","Grado Universitario",25,120,300,5,2,4,7,8,5
"14775","Hombre","Secundaria SUperior",57,20,NA,NA,0.33,0,0,8,3
"14776","Mujer","Grado Universitario",83,150,300,5,2.5,4,8,9,3
"14777","Mujer","Grado Universitario",69,90,120,2,1.5,6,9,8,3
"14778",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"14779","Mujer","Bachiller",22,15,180,3,0.25,8,8,5,4
"14780",NA,NA,NA,0,330,5.5,0,3,6,NA,NA
"14781","Hombre","Bachiller",35,220,470,7.83,3.67,0,10,10,5
"14782","Mujer","Bachiller",26,120,1440,24,2,0,5,10,5
"14783",NA,NA,NA,120,300,5,2,0,7,7,4
"14784","Hombre","Primaria",81,150,90,1.5,2.5,0,5,5,3
"14785","Hombre","Secundaria SUperior",55,350,510,8.5,5.83,7,9,8,3
"14786","Hombre","Grado Universitario",66,30,210,3.5,0.5,2,7,7,4
"14787","Hombre","Grado Universitario",31,450,NA,NA,7.5,8,8,7,5
"14788","Hombre","Máster/Doctorado",67,180,120,2,3,0,4,10,3
"14789","Hombre","Grado Universitario",30,60,780,13,1,1,9,7,5
"14790","Mujer","Grado Universitario",29,10,300,5,0.17,0,4,5,5
"14791","Hombre","Grado Universitario",33,180,720,12,3,4,6,5,4
"14792","Mujer","Secundaria SUperior",37,60,NA,NA,1,1,3,9,4
"14793","Mujer","Formación Profesional",37,1440,899,14.98,24,2,0,2,4
"14794","Mujer","Máster/Doctorado",35,40,480,8,0.67,0,6,8,5
"14795","Mujer","Grado Universitario",37,60,120,2,1,5,8,8,5
"14796","Mujer","Grado Universitario",29,30,540,9,0.5,5,9,4,3
"14797","Mujer","Máster/Doctorado",59,109,90,1.5,1.82,2,7,7,4
"14798","Mujer","Máster/Doctorado",34,10,180,3,0.17,3,NA,10,5
"14799","Mujer","Grado Universitario",40,0,180,3,0,0,4,10,5
"14800","Hombre","Formación Profesional",25,60,180,3,1,5,6,6,4
"14801","Mujer","Formación Profesional",52,240,260,4.33,4,4,7,7,5
"14802","Hombre","Grado Universitario",64,240,390,6.5,4,4,10,8,5
"14803","Mujer","Grado Universitario",23,60,120,2,1,1,9,8,5
"14804","Mujer","Formación Profesional",22,120,480,8,2,0,3,7,5
"14805","Hombre","Máster/Doctorado",27,120,300,5,2,4,10,10,5
"14806",NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA
"14807","Hombre","Formación Profesional",66,120,120,2,2,1,8,8,4
"14808","Hombre","Máster/Doctorado",55,180,180,3,3,1,7,9,2
"14809","Hombre","Formación Profesional",22,119,180,3,1.98,1,6,2,4
"14810","Hombre",NA,68,90,180,3,1.5,6,9,8,4
"14811","Mujer","Formación Profesional",51,30,NA,NA,0.5,10,10,9,2
"14812","Hombre","Grado Universitario",38,15,720,12,0.25,5,10,NA,5
"14813","Mujer","Formación Profesional",71,60,180,3,1,7,6,9,5
"14814","Mujer","Grado Universitario",46,10,240,4,0.17,0,5,7,5
"14815","Hombre","Formación Profesional",64,20,NA,NA,0.33,5,6,3,3
"14816",NA,NA,NA,25,540,9,0.42,3,7,8,5
"14817","Hombre","Grado Universitario",36,90,330,5.5,1.5,10,10,6,5
"14818","Hombre","Formación Profesional",67,120,NA,NA,2,0,3,6,3
"14819","Mujer",NA,37,60,120,2,1,2,8,8,5
"14820","Mujer",NA,23,59,240,4,0.98,0,5,10,5
"14821","Hombre","Primaria",28,NA,NA,NA,NA,9,9,5,4
"14822","Mujer","Secundaria SUperior",56,50,180,3,0.83,3,10,10,4
"14823","Hombre","Formación Profesional",66,180,420,7,3,3,7,8,4
"14824","Hombre","Formación Profesional",19,968,NA,NA,16.13,8,9,6,5
"14825","Hombre","Grado Universitario",42,60,600,10,1,2,5,8,4
"14826","Hombre","Secundaria SUperior",15,10,540,9,0.17,1,10,8,5
"14827","Mujer","Máster/Doctorado",43,45,180,3,0.75,0,8,10,5
"14828","Hombre","Bachiller",70,NA,NA,NA,NA,5,9,8,3
"14829","Hombre","Grado Universitario",28,40,50,0.83,0.67,4,8,8,5
"14830","Hombre","Secundaria SUperior",NA,90,NA,NA,1.5,1,3,8,5
"14831","Hombre","Máster/Doctorado",43,120,NA,NA,2,3,5,5,5
"14832","Mujer","Formación Profesional",21,60,900,15,1,3,7,7,4
"14833","Mujer","Máster/Doctorado",70,60,720,12,1,0,6,8,5
"14834","Mujer","Grado Universitario",23,60,900,15,1,0,5,7,3
"14835","Mujer","Máster/Doctorado",44,15,240,4,0.25,2,7,7,4
"14836","Hombre","Bachiller",46,1,2,0.03,0.02,5,10,10,5
"14837","Mujer","Primaria",NA,30,300,5,0.5,5,6,5,2
"14838","Mujer","Grado Universitario",56,90,660,11,1.5,3,8,8,4
"14839","Hombre",NA,20,NA,NA,NA,NA,0,9,10,5
"14840","Mujer","Secundaria SUperior",73,240,360,6,4,2,8,4,1
"14841","Hombre","Máster/Doctorado",39,60,240,4,1,2,3,9,5
"14842","Hombre","Formación Profesional",35,60,480,8,1,0,6,8,5
"14843","Mujer","Formación Profesional",16,1,NA,NA,0.02,2,2,10,5
"14844","Mujer","Máster/Doctorado",35,120,360,6,2,5,9,7,5
"14845","Hombre","Bachiller",21,80,80,1.33,1.33,6,10,9,5
"14846","Mujer","Máster/Doctorado",61,60,300,5,1,1,9,7,3
"14847","Mujer","Grado Universitario",22,180,570,9.5,3,0,2,4,5
"14848","Mujer","Bachiller",32,60,180,3,1,1,1,7,4
"14849","Mujer","Formación Profesional",49,119,659,10.98,1.98,2,7,6,3
"14850","Hombre","Máster/Doctorado",42,150,140,2.33,2.5,0,0,0,5
"14851","Hombre","Bachiller",26,2,480,8,0.03,2,9,8,5
"14852","Hombre","Grado Universitario",21,190,150,2.5,3.17,2,3,4,4
"14853","Mujer","Grado Universitario",82,180,390,6.5,3,4,9,8,4
"14854","Hombre","Formación Profesional",44,270,900,15,4.5,0,8,6,5
"14855","Mujer","Máster/Doctorado",38,90,540,9,1.5,1,8,4,5
"14856","Mujer","Grado Universitario",45,180,240,4,3,1,5,6,5
"14857","Hombre","Grado Universitario",68,120,360,6,2,2,9,8,4
"14858","Mujer","Bachiller",20,45,90,1.5,0.75,10,10,10,5
"14859","Hombre","Bachiller",80,180,240,4,3,4,9,10,5
"14860","Hombre",NA,20,150,NA,NA,2.5,3,1,5,3
"14861","Mujer","Secundaria Inferior",62,10,NA,NA,0.17,4,4,10,5
"14862","Hombre","Máster/Doctorado",32,90,540,9,1.5,3,6,9,5
"14863","Mujer","Máster/Doctorado",37,10,330,5.5,0.17,6,6,9,5
"14864","Mujer","Formación Profesional",23,180,300,5,3,4,5,10,5
"14865","Mujer","Grado Universitario",36,10,400,6.67,0.17,2,8,9,5
"14866","Hombre","Secundaria SUperior",41,120,720,12,2,0,7,8,5
"14867","Mujer","Grado Universitario",24,1440,NA,NA,24,4,5,5,3
"14868","Hombre","Bachiller",19,30,300,5,0.5,0,8,7,5
"14869","Hombre","Grado Universitario",30,15,310,5.17,0.25,2,8,9,5
"14870","Hombre","Bachiller",52,60,300,5,1,4,7,7,4
"14871","Mujer","Grado Universitario",41,30,630,10.5,0.5,3,9,8,5
"14872","Mujer","Bachiller",17,10,240,4,0.17,0,4,7,5
"14873","Mujer","Bachiller",22,60,300,5,1,3,10,9,5
"14874","Hombre","Máster/Doctorado",41,90,300,5,1.5,1,1,4,5
"14875",NA,NA,NA,1,NA,NA,0.02,0,1,0,1
"14876","Mujer","Primaria",69,NA,NA,NA,NA,0,7,9,4
"14877","Hombre",NA,17,120,420,7,2,2,8,7,4
"14878","Mujer",NA,NA,0,360,6,0,NA,4,8,5
"14879","Mujer","Secundaria SUperior",54,150,90,1.5,2.5,1,5,8,5
"14880","Hombre","Secundaria SUperior",41,120,60,1,2,0,0,8,5
"14881","Mujer","Grado Universitario",42,60,NA,NA,1,7,6,6,5
"14882","Mujer","Secundaria SUperior",37,90,180,3,1.5,0,3,5,5
"14883","Hombre","Formación Profesional",66,120,240,4,2,0,8,8,4
"14884","Hombre","Grado Universitario",26,10,840,14,0.17,0,2,7,5
"14885","Hombre",NA,48,90,480,8,1.5,5,10,9,5
"14886","Mujer","Secundaria SUperior",25,90,NA,NA,1.5,NA,6,8,3
"14887","Mujer","Máster/Doctorado",38,150,540,9,2.5,2,10,7,5
"14888","Mujer","Secundaria SUperior",57,150,NA,NA,2.5,2,9,1,4
"14889","Hombre","Bachiller",21,30,840,14,0.5,0,5,5,5
"14890","Mujer","Formación Profesional",48,180,720,12,3,1,5,10,4
"14891","Mujer","Secundaria Inferior",26,120,300,5,2,0,5,7,4
"14892","Hombre","Grado Universitario",75,60,120,2,1,6,5,5,4
"14893","Mujer","Secundaria SUperior",56,150,150,2.5,2.5,4,5,7,3
"14894","Mujer","Secundaria SUperior",57,120,180,3,2,5,6,10,3
"14895","Mujer","Bachiller",52,120,180,3,2,5,7,7,4
"14896","Mujer","Grado Universitario",NA,NA,600,10,NA,0,8,7,4
"14897","Hombre","Máster/Doctorado",43,120,360,6,2,2,9,8,5
"14898","Hombre","Grado Universitario",35,150,760,12.67,2.5,10,10,5,3
"14899","Mujer","Máster/Doctorado",38,210,360,6,3.5,1,6,7,5
"14900","Hombre","Formación Profesional",67,420,120,2,7,2,7,6,3
"14901","Mujer","Grado Universitario",28,120,650,10.83,2,1,5,3,5
"14902","Mujer","Formación Profesional",24,200,959,15.98,3.33,2,6,8,5
"14903","Hombre","Grado Universitario",37,120,240,4,2,0,7,7,5
"14904","Mujer","Bachiller",20,5,480,8,0.08,0,5,6,3
"14905","Hombre","Secundaria SUperior",30,120,270,4.5,2,1,4,8,5
"14906","Hombre","Máster/Doctorado",44,30,480,8,0.5,4,9,7,5
"14907","Hombre","Grado Universitario",NA,90,240,4,1.5,4,9,9,4
"14908","Mujer","Grado Universitario",48,150,150,2.5,2.5,0,3,8,5
"14909","Mujer",NA,27,150,600,10,2.5,4,9,9,5
"14910","Mujer","Grado Universitario",33,60,720,12,1,0,4,8,4
"14911","Hombre","Primaria",70,10,NA,NA,0.17,2,10,10,5
"14912","Mujer","Máster/Doctorado",35,60,1410,23.5,1,0,0,7,5
"14913","Mujer","Grado Universitario",54,60,240,4,1,1,5,7,5
"14914",NA,NA,NA,60,300,5,1,0,NA,NA,NA
"14915","Mujer","Bachiller",58,1,NA,NA,0.02,6,8,9,4
"14916",NA,NA,NA,30,600,10,0.5,5,7,NA,NA
"14917","Hombre","Bachiller",66,60,NA,NA,1,2,3,9,3
"14918","Mujer","Grado Universitario",28,40,300,5,0.67,0,0,10,5
"14919","Hombre",NA,22,60,NA,NA,1,1,0,7,4
"14920","Mujer","Grado Universitario",33,40,540,9,0.67,0,7,10,5
"14921","Hombre","Secundaria SUperior",85,60,90,1.5,1,1,5,7,5
